Unidade,Unidade Superior,Relacionamento Interpessoal,Liderança,Organização,Responsabilidade,Flexibilidade,Disponibilidade,Comunicação,Gestão de Materiais,Atualização,Conhecimento
Seção de Assistência ao Usuário,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Maruípe,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Maruípe,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Maruípe,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Maruípe,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Maruípe,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Maruípe,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Maruípe,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Maruípe,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Maruípe,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Norte,Biblioteca Central,4,3,4,4,3,4,3,4,4,5
Seção de Biblioteca - Setorial Norte,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Norte,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Norte,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Norte,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Norte,Biblioteca Central,2,3,3,5,5,5,3,5,5,5
Seção de Biblioteca - Setorial Norte,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Norte,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Sul,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Sul,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Sul,Biblioteca Central,5,4,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Sul,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Sul,Biblioteca Central,4,5,5,5,5,5,4,5,4,5
Seção de Biblioteca - Setorial Sul,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Sul,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Sul,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Sul,Biblioteca Central,5,5,4,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Sul,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Biblioteca - Setorial Sul,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Controle de Orçamento e Finanças,Coordenação de Administração Financeira,5,5,5,5,5,5,5,5,5,5
Seção de Controle Financeiro,Coordenação de Administração Financeira,5,4,4,5,4,5,5,4,4,5
Seção de Controle Financeiro,Coordenação de Administração Financeira,5,5,5,5,5,5,5,5,5,5
Seção de Controle Financeiro,Coordenação de Administração Financeira,5,2,3,3,4,5,3,5,4,5
Seção de Controle Financeiro,Coordenação de Administração Financeira,5,4,5,5,5,5,5,5,5,5
Seção de Controle Patrimonial,Divisão de Patrimônio,4,5,5,5,5,5,4,5,5,5
Seção de Controle Patrimonial,Divisão de Patrimônio,4,5,5,5,4,5,3,5,5,5
Seção de Controle Patrimonial,Divisão de Patrimônio,5,4,5,5,5,5,5,5,5,4
Seção de Desenvolvimento Institucional,Pró-Reitoria de Planejamento e Desenvolvimento Institucional,5,5,4,5,4,5,4,5,4,4
Seção de Elaboração de Compras,Divisão de Planejamento de Materiais,5,5,5,5,5,5,5,5,5,5
Seção de Elaboração de Compras,Divisão de Planejamento de Materiais,5,5,5,5,5,5,5,5,5,4
Seção de Elaboração de Compras,Divisão de Planejamento de Materiais,4,4,4,4,4,5,4,4,4,4
Seção de Execução Orçamentária,Coordenação de Administração Financeira,5,5,5,5,5,5,5,5,5,5
Seção de Execução Orçamentária,Coordenação de Administração Financeira,5,5,5,5,5,5,5,5,5,5
Seção de Execução Orçamentária,Coordenação de Administração Financeira,5,4,5,5,5,5,4,5,5,5
Seção de Execução Orçamentária e Financeira - Setorial Sul,Diretoria de Suporte Administrativo - Setorial Sul,4,3,4,5,2,3,3,5,2,4
Seção de Execução Orçamentária e Financeira - Setorial Sul,Diretoria de Suporte Administrativo - Setorial Sul,4,4,3,3,3,3,4,3,3,4
Seção de Formação e Tratamento de Acervo,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Formação e Tratamento de Acervo,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Formação e Tratamento de Acervo,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Formação e Tratamento de Acervo,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Formação e Tratamento de Acervo,Biblioteca Central,3,2,2,2,2,3,2,4,2,2
Seção de Formação e Tratamento de Acervo,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Formação e Tratamento de Acervo,Biblioteca Central,4,4,4,4,4,4,4,4,4,4
Seção de Formação e Tratamento de Acervo,Biblioteca Central,5,3,3,4,4,5,3,5,3,3
Seção de Formação e Tratamento de Acervo,Biblioteca Central,2,1,2,2,2,1,1,2,1,1
Seção de Formação e Tratamento de Acervo,Biblioteca Central,5,5,5,5,5,5,5,5,5,5
Seção de Formação e Tratamento de Acervo,Biblioteca Central,4,3,3,4,4,5,4,4,4,4
Seção de Gestão da Informação,Divisão de Gestão Administrativa,5,5,5,5,5,5,5,5,5,5
Seção de Iniciação Científica,Diretoria de Pesquisa,5,5,5,5,5,5,5,5,5,5
Seção de Movimentação de Bens e Relatórios Contábeis,Divisão de Patrimônio,5,5,5,5,5,5,5,5,5,5
Seção de Movimentação de Bens e Relatórios Contábeis,Divisão de Patrimônio,5,5,5,5,5,5,5,5,5,5
Seção de Movimentação de Bens e Relatórios Contábeis,Divisão de Patrimônio,5,5,5,5,4,5,5,5,5,5
Seção de Pagamentos e Descontos,"Coordenação de Análise, Registros e Pagamentos",4,4,5,5,5,5,5,5,5,5
Seção de Pagamentos e Descontos,"Coordenação de Análise, Registros e Pagamentos",5,5,5,5,5,5,5,5,5,5
Seção de Pagamentos e Descontos,"Coordenação de Análise, Registros e Pagamentos",5,5,5,5,5,5,5,5,5,5
Seção de Pagamentos e Descontos,"Coordenação de Análise, Registros e Pagamentos",5,5,5,5,5,5,5,5,5,5
Seção de Pagamentos e Descontos,"Coordenação de Análise, Registros e Pagamentos",5,5,5,5,5,5,5,5,5,5
Seção de Procedimentos Disciplinares,Gabinete da Reitoria,4,4,4,4,4,4,4,4,4,4
Seção de Procedimentos Disciplinares,Gabinete da Reitoria,4,3,4,4,4,4,3,4,4,4
Seção de Procedimentos Disciplinares,Gabinete da Reitoria,4,5,5,5,5,5,5,5,5,5
Seção de Procedimentos Disciplinares,Gabinete da Reitoria,4,4,5,5,5,5,4,5,5,5
Seção de Promoção à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Seção de Promoção à Saúde,Diretoria de Atenção à Saúde,5,5,5,5,5,5,5,5,5,5
Seção de Publicidade,Superintendência de Comunicação,5,5,4,5,5,5,5,5,5,5
Seção de Publicidade,Superintendência de Comunicação,5,5,5,5,5,5,5,5,5,5
Seção de Registro Funcional,"Coordenação de Análise, Registros e Pagamentos",5,5,5,5,5,5,5,5,5,5
Seção de Registro Funcional,"Coordenação de Análise, Registros e Pagamentos",5,5,5,5,5,5,5,5,5,5
Seção de Registro Funcional,"Coordenação de Análise, Registros e Pagamentos",5,5,4,5,5,5,5,5,5,5
Seção de Registro Funcional,"Coordenação de Análise, Registros e Pagamentos",5,5,5,5,5,5,5,5,5,5
Seção de Registro Funcional,"Coordenação de Análise, Registros e Pagamentos",5,4,5,5,5,5,4,5,5,5
Seção de Tecnologia da Informação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,4,3,3,4,4,4,4,3,4,3
Seção de Tecnologia da Informação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,5,5,5,5,5,5,5,5,5,5
Seção de Tecnologia da Informação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,5,5,5,5,5,5,5,5,5,5
Seção de Tecnologia da Informação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,5,5,5,5,4,5,5,5,5,5
Seção de Tecnologia da Informação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,5,5,5,5,5,5,5,5,4,4
Seção de Veiculos Impressos e Internet,Superintendência de Comunicação,5,5,4,5,5,5,5,5,5,5
Seção de Veiculos Impressos e Internet,Superintendência de Comunicação,5,5,5,5,4,5,5,5,5,5
Seção de Veiculos Impressos e Internet,Superintendência de Comunicação,5,5,5,5,5,5,5,5,5,5
Seção de Veiculos Impressos e Internet,Superintendência de Comunicação,5,4,5,5,5,5,5,5,4,5
Seção de Veiculos Impressos e Internet,Superintendência de Comunicação,5,5,4,5,5,5,5,5,5,5
Secretaria,Centro de Educação Física e Desportos,5,5,5,5,5,5,5,5,5,5
Secretaria,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Secretaria,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,4
Secretaria,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Secretaria,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Secretaria,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Secretaria,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Exatas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Educação,5,5,4,5,5,5,5,5,4,5
Secretaria,Centro de Ciências Agrárias e Engenharias,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,1,1,2,1,1,1,1,1,2,2
Secretaria,Centro de Ciências Humanas e Naturais,4,5,5,5,5,4,4,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,4,5,4,5,4,3,4,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,4,4,5,5,5,5,5,4
Secretaria,Centro de Ciências Humanas e Naturais,1,2,3,4,1,1,1,4,4,4
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,4,4,5,5,5,4,4,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,4,5,5,5,5,4,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,4,5,5,5,5,5,4,5,4
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,4,4,5,5,5,4,3,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,4,4,5,5,4,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,3,3,4,4,3,4,3,4,4,4
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,4,5,5,4,4,4,4,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,4,4,5,5,4,4
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,3,5,5,5,5,4,4,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,4,5,5,5,5,5,4,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,4,5,5,5,4,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,4,4,4,4,4,4,4,4,5,5
Secretaria,Centro de Ciências Humanas e Naturais,3,4,4,5,3,3,4,5,4,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,5,5,5,5,4,5,5,5,5
Secretaria,Centro de Ciências Humanas e Naturais,5,4,4,4,4,4,3,4,5,5
Secretaria,Centro de Ciências Humanas e Naturais,4,4,5,4,4,5,4,5,5,4
Secretaria,Centro de Artes,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro Tecnológico,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Agrárias e Engenharias,5,5,5,5,4,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,4,5,4,5,5,5,4,4
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,3,3,3,4,5,3,3,5,4,4
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências da Saúde,5,5,5,5,4,5,5,5,4,5
Secretaria,Centro de Artes,4,3,4,3,3,4,3,3,4,4
Secretaria,Centro de Educação Física e Desportos,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Educação,5,4,3,4,4,3,4,4,4,3
Secretaria,"Centro de Ciências Exatas, Naturais e da Saúde",5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,4,4,4,4,4,4,4,4,4,4
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,4,5,5,4,5,4,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,4,4,4,4,4,4,4,4,4,4
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,4,5,5,4,5,4,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,4,4,4,4,4,4,4,4,4,4
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria,Centro de Ciências Jurídicas e Econômicas,5,5,5,5,5,5,5,5,5,5
Secretaria de Avaliação Institucional,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria de Avaliação Institucional,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria de Avaliação Institucional,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria de Avaliação Institucional,Reitoria,5,5,5,5,4,5,5,5,4,4
Secretaria de Cultura,Reitoria,4,4,4,4,4,4,4,4,4,4
Secretaria de Cultura,Reitoria,4,4,5,5,5,5,4,5,5,4
Secretaria de Cultura,Reitoria,4,3,4,4,4,5,3,3,4,4
Secretaria de Cultura,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,Reitoria,5,5,5,5,5,5,5,5,4,5
Secretaria de Órgãos Colegiados Superiores,Reitoria,5,5,5,5,5,5,4,4,5,5
Secretaria de Órgãos Colegiados Superiores,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria de Órgãos Colegiados Superiores,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria de Relações Internacionais,Reitoria,5,5,5,5,5,5,5,5,5,5
Secretaria Geral,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Secretaria Geral,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Secretaria Geral,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Secretaria Geral,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Secretaria Geral,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Secretaria Geral,Centro Universitário Norte do Espírito Santo,4,4,4,5,4,5,4,4,4,4
Secretaria Única de Graduação,Centro Universitário Norte do Espírito Santo,5,5,4,5,4,5,5,5,4,5
Secretaria Única de Graduação,Centro Universitário Norte do Espírito Santo,4,3,3,4,4,5,4,5,4,4
Secretaria Única de Graduação,Centro Universitário Norte do Espírito Santo,5,4,4,5,5,5,5,5,5,4
Secretaria Única de Graduação,Centro Universitário Norte do Espírito Santo,4,3,3,4,4,5,4,5,4,4
Secretaria Única de Graduação,Centro Universitário Norte do Espírito Santo,4,3,3,4,4,5,4,5,4,4
Secretaria Única de Graduação,Centro Universitário Norte do Espírito Santo,5,5,4,5,5,5,5,5,5,4
Secretaria Única de Graduação,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Secretaria Única de Graduação,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,4,5,5,5
Secretaria Única de Graduação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,5,5,5,5,5,5,5,5,5,5
Secretaria Única de Graduação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,5,5,5,5,5,5,5,5,5,5
Secretaria Única de Graduação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,5,5,5,5,5,5,5,5,5,5
Secretaria Única de Graduação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,5,5,5,5,5,5,5,4,5,5
Secretaria Única de Graduação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,5,5,5,5,5,5,5,5,5,5
Secretaria Única de Graduação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,5,4,5,5,5,5,5,5,5,5
Secretaria Única de Graduação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,4,2,4,5,4,5,4,5,5,5
Secretaria Única de Graduação - Setorial Sul,Diretoria de Suporte à Gestão - Setorial Sul,5,5,5,5,5,5,5,5,5,5
Secretaria Única de Pós-Graduação,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Secretaria Única de Pós-Graduação,Centro Universitário Norte do Espírito Santo,2,2,4,3,4,3,2,4,4,4
Secretaria Única de Pós-Graduação,Centro Universitário Norte do Espírito Santo,3,2,5,5,4,3,3,5,5,5
Secretaria Única de Pós-Graduação,Centro Universitário Norte do Espírito Santo,4,4,5,5,4,4,5,4,5,5
Secretaria Única de Pós-Graduação,Centro Universitário Norte do Espírito Santo,5,5,5,5,5,5,5,5,5,5
Setor de Administração,Divisão de Administração e Finanças,5,5,5,5,5,5,5,5,5,5
Setor de Contabilidade,Divisão de Administração e Finanças,5,5,5,5,5,5,5,5,5,5
Setor de Contratualização e Regulação,Superintendência Hucam,5,5,5,5,5,4,5,5,5,5
Setor de Cuidados Especializados,Divisão de Gestão do Cuidado,5,5,5,5,5,5,5,5,5,5
Setor de Farmácia Hospitalar,Divisão de Apoio Diagnóstico e Terapêutico,5,5,5,5,5,5,5,5,5,5
Setor de Farmácia Hospitalar,Divisão de Apoio Diagnóstico e Terapêutico,5,5,5,5,4,5,5,5,5,5
Setor de Farmácia Hospitalar,Divisão de Apoio Diagnóstico e Terapêutico,5,5,5,5,5,5,5,5,5,5
Setor de Farmácia Hospitalar,Divisão de Apoio Diagnóstico e Terapêutico,5,5,5,5,4,5,5,5,5,5
Setor de Gestão do Ensino,Gerência De Ensino E Pesquisa,4,4,4,4,4,4,4,4,4,4
Setor de Gestão Orçamentária e Financeira,Divisão de Administração e Finanças,4,4,4,4,4,4,4,4,4,4
Setor de Hotelaria Hospitalar,Divisão de Logística e Infraestrutura Hospitalar,5,5,4,5,5,5,5,5,5,5
Setor de Hotelaria Hospitalar,Divisão de Logística e Infraestrutura Hospitalar,5,5,5,5,5,5,5,5,5,5
Setor de Hotelaria Hospitalar,Divisão de Logística e Infraestrutura Hospitalar,5,5,5,5,5,5,5,5,5,5
Setor de Infraestrutura Física,Divisão de Logística e Infraestrutura Hospitalar,5,5,5,5,5,5,5,5,5,5
Setor de Infraestrutura Física,Divisão de Logística e Infraestrutura Hospitalar,4,4,4,4,4,4,4,4,4,4
Setor de Infraestrutura Física,Divisão de Logística e Infraestrutura Hospitalar,4,5,5,5,4,4,4,4,5,5
Setor de Infraestrutura Física,Divisão de Logística e Infraestrutura Hospitalar,5,5,5,5,4,5,5,5,5,5
Setor de Paciente Crítico,Divisão Médica,5,5,5,5,5,5,5,5,5,5
Setor de Paciente Crítico,Divisão Médica,5,5,5,5,5,5,4,5,5,5
Superintendência de Comunicação,Reitoria,5,5,5,5,5,5,5,5,5,5
Superintendência de Comunicação,Reitoria,5,5,4,5,5,5,5,5,5,5
Superintendência de Comunicação,Reitoria,5,5,4,5,3,5,5,5,5,5
Superintendência de Contabilidade e Finanças,Pró-Reitoria de Administração,4,4,4,5,4,3,4,5,5,5
Superintendência de Contabilidade e Finanças,Pró-Reitoria de Administração,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,Reitoria,4,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,Reitoria,4,5,5,5,4,5,5,5,5,5
Superintendência de Educação a Distância,Reitoria,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,Reitoria,4,5,4,4,4,4,3,5,5,5
Superintendência de Educação a Distância,Reitoria,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,Reitoria,3,3,3,5,2,3,2,3,4,3
Superintendência de Educação a Distância,Reitoria,3,3,4,3,3,2,2,3,3,3
Superintendência de Educação a Distância,Reitoria,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,Reitoria,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,Reitoria,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,Reitoria,4,4,5,5,5,4,4,4,4,4
Superintendência de Educação a Distância,Reitoria,3,3,4,4,2,3,1,4,3,3
Superintendência de Educação a Distância,Reitoria,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,Reitoria,2,3,3,3,3,2,1,2,3,3
Superintendência de Educação a Distância,Reitoria,5,4,5,5,5,5,4,5,5,5
Superintendência de Educação a Distância,Reitoria,5,5,5,5,5,5,5,5,5,5
Superintendência de Educação a Distância,Reitoria,5,5,5,5,5,4,5,5,5,4
Superintendência de Educação a Distância,Reitoria,2,2,5,5,5,5,1,5,5,2
Superintendência de Educação a Distância,Reitoria,5,5,5,5,5,5,5,5,5,5
Superintendência de Tecnologia da Informação,Reitoria,5,4,4,5,5,5,5,5,4,4
Superintendência de Tecnologia da Informação,Reitoria,4,4,5,5,4,5,4,4,4,4
Unidade da Criança e do Adolescente,Setor de Cuidados Especializados,5,5,5,5,5,4,5,5,5,5
Unidade da Criança e do Adolescente,Setor de Cuidados Especializados,5,5,5,5,5,5,5,5,5,5
Unidade da Criança e do Adolescente,Setor de Cuidados Especializados,5,5,5,5,5,5,5,5,5,5
Unidade da Criança e do Adolescente,Setor de Cuidados Especializados,5,5,5,5,5,5,5,5,5,5
Unidade da Criança e do Adolescente,Setor de Cuidados Especializados,5,5,5,5,5,5,5,4,4,4
Unidade da Criança e do Adolescente,Setor de Cuidados Especializados,5,5,5,5,5,5,5,5,5,5
Unidade da Criança e do Adolescente,Setor de Cuidados Especializados,5,5,5,5,5,5,5,5,5,5
Unidade da Criança e do Adolescente,Setor de Cuidados Especializados,5,5,5,5,5,5,5,5,5,5
